ンヌグム,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ンヌグム,ンヌグム,ンヌグム,2/4,*,ん[ぬぐむ
ンドゥバ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ンドゥバ,ンドゥバ,ンドゥバ,1/3,*,ん[ど]ウば
ンジャメナ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ンジャメナ,ンジャメナ,ンジャメナ,2/4,*,ん[じヤめな
ンジャムジ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ンジャムジ,ンジャムジ,ンジャムジ,2/4,*,ん[じヤ]むじ
ンゴ,1348,1348,10000,名詞,固有名詞,一般,*,*,*,ンゴ,ンゴ,ンゴ,1/2,*,ん]ご
ヲルト,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヲルト,ヲルト,ヲルト,1/3,*,を]ると
ヲタケン,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヲタケン,ヲタケン,ヲタケン,2/4,*,を[た]けん
ヲタク,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヲタク,ヲタク,ヲタク,1/3,*,を[たく
ヲタ,1348,1348,10000,名詞,固有名詞,一般,*,*,*,ヲタ,ヲタ,ヲタ,1/2,*,を]た
ヱルトリウム,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヱルトリウム,ヱルトリウム,ヱルトリウム,4/6,*,ゑ[るとり]うむ
ヱリカ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヱリカ,ヱリカ,ヱリカ,1/3,*,ゑ]りか
ヱデンズボゥイ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヱデンズボゥイ,ヱデンズボゥイ,ヱデンズボゥイ,4/6,*,ゑ[でんずぼ]ウい
ヱクセリヲン,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ヱクセリヲン,ヱクセリヲン,ヱクセリヲン,4/6,*,ゑ[くせり]をん
ワンワンパニック,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンワンパニック,ワンワンパニック,ワンワンパニック,6/8,*,わ[んわんぱにっく
ワンワン,1348,1348,-2500,名詞,固有名詞,一般,*,*,*,ワンワン,ワンワン,ワンワン,2/4,*,わ[んわん
ワンポイント,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンポイント,ワンポイント,ワンポイント,4/6,*,わ[んぽい]んと
ワンポ,1348,1348,-2500,名詞,固有名詞,一般,*,*,*,ワンポ,ワンポ,ワンポ,1/3,*,わ[んぽ
ワンフェス,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンフェス,ワンフェス,ワンフェス,2/4,*,わ[んふ]エす
ワンピ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンピ,ワンピ,ワンピ,1/3,*,わ]んぴ
ワンパンマン,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンパンマン,ワンパンマン,ワンパンマン,4/6,*,わ[んぱん]まん
ワンパチ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンパチ,ワンパチ,ワンパチ,2/4,*,わ[んぱち
ワンナウツ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンナウツ,ワンナウツ,ワンナウツ,3/5,*,わ[んな]うつ
ワンナイ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンナイ,ワンナイ,ワンナイ,2/4,*,わ[んない
ワンドロ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンドロ,ワンドロ,ワンドロ,2/4,*,わ[ん]どろ
ワンチェン,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンチェン,ワンチェン,ワンチェン,2/4,*,わ[んち]エん
ワンダフルライフ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンダフルライフ,ワンダフルライフ,ワンダフルライフ,6/8,*,わ[んだふるら]いふ
ワンダフルネットプリキュア,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンダフルネットプリキュア,ワンダフルネットプリキュア,ワンダフルネットプリキュア,10/12,*,わ[んだふるね]っとぷりき]ユあ
ワンダフル,1348,1348,-2500,名詞,固有名詞,一般,*,*,*,ワンダフル,ワンダフル,ワンダフル,3/5,*,わ]んだふる
ワンダバ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンダバ,ワンダバ,ワンダバ,2/4,*,わ[んだば
ワンダ,1348,1348,-2500,名詞,固有名詞,一般,*,*,*,ワンダ,ワンダ,ワンダ,1/3,*,わ[んだ
ワンタン,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンタン,ワンタン,ワンタン,2/4,*,わ[んたん
ワンゼ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンゼ,ワンゼ,ワンゼ,1/3,*,わ[んぜ
ワンセグ,1348,1348,-3000,名詞,固有名詞,一般,*,*,*,ワンセグ,ワンセグ,ワンセグ,2/4,*,わ[んせぐ
