ＣＯＣＯＳＡ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＳＡ,ココサ,ココサ,1/3,*,こ]こさ
ＣｏＣｏＤａｋａｒａ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣｏＣｏＤａｋａｒａ,ココダカラ,ココダカラ,3/5,*,こ[こだ]から
ＣＯＣＯＮＡ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＮＡ,ココナ,ココナ,1/3,*,こ]こな
ＣＯＣＯＮＵＴ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＮＵＴ,ココナッツ,ココナッツ,2/5,*,こ[こな]っつ
Ｃｏｃｏｎｉｒ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,Ｃｏｃｏｎｉｒ,ココニル,ココニル,0/4,*,こ[こにる
ｋｏｋｏｈａｄｏｋｏ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ｋｏｋｏｈａｄｏｋｏ,ココハドコ,ココハドコ,3/5,*,こ[こは]どこ
Ｃｏｃｏｈａｎａ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,Ｃｏｃｏｈａｎａ,ココハナ,ココハナ,0/4,*,こ[こはな
ｃｏｃｏｂａｔ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ｃｏｃｏｂａｔ,ココバット,ココバット,2/5,*,こ[こば]っと
ＣＯＣＯＨＥＬＩ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＨＥＬＩ,ココヘリ,ココヘリ,0/4,*,こ[こへり
ＣＯＣＯＭＯ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＭＯ,ココモ,ココモ,1/3,*,こ]こも
ＣＯＣＯＬＵＬＵ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＬＵＬＵ,ココルル,ココルル,0/4,*,こ[こるる
ｋｏｋｏｒｏｕｔａ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ｋｏｋｏｒｏｕｔａ,ココロウタ,ココロータ,3/5,*,こ[ころ]うた
ＣＯＣＯＲＯＴＯ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＣＯＲＯＴＯ,ココロト,ココロト,0/4,*,こ[ころと
Ｃｏｓｓａｃｋ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,Ｃｏｓｓａｃｋ,コサック,コサック,1/4,*,こ[さ]っく
ＫＯＳＤＡＱ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＫＯＳＤＡＱ,コスダック,コスダック,2/5,*,こ[すだ]っく
Ｑｏｓｍｉｏ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,Ｑｏｓｍｉｏ,コスミオ,コスミオ,0/4,*,こ[すみお
Ｃｏｓｍｉｘ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,Ｃｏｓｍｉｘ,コスミックス,コスミックス,2/6,*,こ[すみ]っくす
ＣＯＳＭＥＴＳ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＥＴＳ,コスメッツ,コスメッツ,1/5,*,こ]すめっつ
ＣＯＳＭＥＴＩＥＲ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＥＴＩＥＲ,コスメティア,コスメティア,3/5,*,こ[すめて]イあ
ＣＯＳＭＥＴＩＣＳ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＥＴＩＣＳ,コスメティックス,コスメティックス,3/7,*,こ[すめて]イ]っくす
ＣＯＳＭＯ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＯ,コスモ,コスモ,1/3,*,こ]すも
ＣＯＳＭＯＮＡＵＴ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＯＮＡＵＴ,コスモノート,コスモノート,4/6,*,こ[すもの]ーと
ＣＯＳＭＯＤＥ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＯＤＥ,コスモード,コスモード,3/5,*,こ[すも]ーど
ＣＯＳＭＩＣＯＬＯＲ,1348,1348,4569,名詞,固有名詞,一般,*,*,*,ＣＯＳＭＩＣＯＬＯＲ,コズミカラー,コズミカラー,4/6,*,こ[ずみか]らー
