シャガル,1345,1345,,名詞,一般,*,*,*,*,シャガル,シャガル,シャガル,0/3,*,し[ヤ]がる,*
アイテムお届け隊,1345,1345,,名詞,一般,*,*,*,*,アイテムお届け隊,アイテムオトドケタイ,アイテムオトドケタイ,0/10,*,あ[いてむおとどけたい,*
アイテムポーチ,1345,1345,,名詞,一般,*,*,*,*,アイテムポーチ,アイテムポーチ,アイテムポーチ,5/7,*,あ[いてむぽ]ーち,*
アイテムボックス,1345,1345,,名詞,一般,*,*,*,*,アイテムボックス,アイテムボックス,アイテムボックス,4/8,*,あ[いてむぼ]っくす,*
アイルーキッチン,1345,1345,,名詞,一般,*,*,*,*,アイルーキッチン,アイルーキッチン,アイルーキッチン,4/8,*,あ[いるーき]っちん,*
亜種,1345,1345,,名詞,一般,*,*,*,*,亜種,アシュ,アシュ,0/2,*,あ[しユ,*
糸拘束,1345,1345,,名詞,一般,*,*,*,*,糸拘束,イトコウソク,イトコウソク,4/6,*,い[とこう]そく,*
糸拘束状態,1345,1345,,名詞,一般,*,*,*,*,糸拘束状態,イトコウソクジョウタイ,イトコウソクジョウタイ,8/10,*,い[とこうそくじヨう]たい,*
イノリの壺,1345,1345,,名詞,一般,*,*,*,*,イノリの壺,イノリノツボ,イノリノツボ,0/6,*,い[のりのつぼ,*
うさ団子,1345,1345,,名詞,一般,*,*,*,*,うさ団子,ウサダンゴ,ウサダンゴ,3/5,*,う[さだ]んご,*
歌姫狩衛戦,1345,1345,,名詞,一般,*,*,*,*,歌姫狩衛戦,ウタヒメシュエイセン,ウタヒメシュエイセン,0/9,*,う[たひめしユえいせん,*
オトモン探検隊,1345,1345,,名詞,一般,*,*,*,*,オトモン探検隊,オトモンタンケンタイ,オトモンタンケンタイ,8/10,*,お[ともんたんけん]たい,*
鬼火,1345,1345,,名詞,一般,*,*,*,*,鬼火,オニビ,オニビ,2/3,*,お[に]び,*
鬼火やられ,1345,1345,,名詞,一般,*,*,*,*,鬼火やられ,オニビヤラレ,オニビヤラレ,4/6,*,お[にびや]られ,*
護石,1345,1345,,名詞,一般,*,*,*,*,護石,オマモリ,オマモリ,2/4,*,お[ま]もり,*
護石,1345,1345,,名詞,一般,*,*,*,*,護石,ゴセキ,ゴセキ,1/3,*,ご]せき,*
温泉ドリンク,1345,1345,,名詞,一般,*,*,*,*,温泉ドリンク,オンセンドリンク,オンセンドリンク,6/8,*,お[んせんどり]んく,*
傀異化,1345,1345,,名詞,一般,*,*,*,*,傀異化,カイイカ,カイイカ,2/4,*,か[い]いか,*
傀異調査クエスト,1345,1345,,名詞,一般,*,*,*,*,傀異調査クエスト,カイイチョウサクエスト,カイイチョウサクエスト,8/10,*,か[いいちヨうさくえ]すと,*
傀異錬成,1345,1345,,名詞,一般,*,*,*,*,傀異錬成,カイイレンセイ,カイイレンセイ,5/7,*,か[いいれん]せい,*
下位簡単クエスト,1345,1345,,名詞,一般,*,*,*,*,下位簡単クエスト,カイカンタンクエスト,カイカンタンクエスト,8/10,*,か[いかんたんくえ]すと,*
下位クエスト,1345,1345,,名詞,一般,*,*,*,*,下位クエスト,カイクエスト,カイクエスト,4/6,*,か[いくえ]すと,*
会心率,1345,1345,,名詞,一般,*,*,*,*,会心率,カイシンリツ,カイシンリツ,4/6,*,か[いしん]りつ,*
外装変更,1345,1345,,名詞,一般,*,*,*,*,外装変更,ガイソウヘンコウ,ガイソウヘンコウ,6/8,*,が[いそうへん]こう,*
開拓遊び,1345,1345,,名詞,一般,*,*,*,*,開拓遊び,カイタクアソビ,カイタクアソビ,5/7,*,か[いたくあ]そび,*
翔蟲,1345,1345,,名詞,一般,*,*,*,*,翔蟲,カケリムシ,カケリムシ,3/5,*,か[けり]むし,*
重音色,1345,1345,,名詞,一般,*,*,*,*,重音色,カサネイロ,カサネイロ,3/5,*,か[さね]いろ,*
重ね着装備,1345,1345,,名詞,一般,*,*,*,*,重ね着装備,カサネギソウビ,カサネギソウビ,5/7,*,か[さねぎそ]うび,*
雷属性,1345,1345,,名詞,一般,*,*,*,*,雷属性,カミナリゾクセイ,カミナリゾクセイ,6/8,*,か[みなりぞく]せい,*
狩人祭,1345,1345,,名詞,一般,*,*,*,*,狩人祭,カリウドサイ,カリウドサイ,4/6,*,か[りうど]さい,*
狩人珠,1345,1345,,名詞,一般,*,*,*,*,狩人珠,カリウドダマ,カリウドダマ,4/6,*,か[りうど]だま,*
ガンナー,1345,1345,,名詞,一般,*,*,*,*,ガンナー,ガンナー,ガンナー,0/4,*,が[んなー,*
キークエスト,1345,1345,,名詞,一般,*,*,*,*,キークエスト,キークエスト,キークエスト,4/6,*,き[ーくえ]すと,*
奇種,1345,1345,,名詞,一般,*,*,*,*,奇種,キシュ,キシュ,0/2,*,き[しユ,*
希少種,1345,1345,,名詞,一般,*,*,*,*,希少種,キショウシュ,キショウシュ,0/4,*,き[しヨうしユ,*
絆遺伝子,1345,1345,,名詞,一般,*,*,*,*,絆遺伝子,キズナイデンシ,キズナイデンシ,5/7,*,き[ずないで]んし,*
求人区,1345,1345,,名詞,一般,*,*,*,*,求人区,キュウジンク,キュウジンク,3/5,*,き[ユうじ]んく,*
救難信号,1345,1345,,名詞,一般,*,*,*,*,救難信号,キュウナンシンゴウ,キュウナンシンゴウ,6/8,*,き[ユうなんしん]ごう,*
凶暴個体,1345,1345,,名詞,一般,*,*,*,*,凶暴個体,キョウボウコタイ,キョウボウコタイ,5/7,*,き[ヨうぼうこ]たい,*
狂竜症,1345,1345,,名詞,一般,*,*,*,*,狂竜症,キョウリュウショウ,キョウリュウショウ,5/6,*,き[ヨうりユうし]ヨう,*
狂竜ウイルス,1345,1345,,名詞,一般,*,*,*,*,狂竜ウイルス,キョウリュウウイルス,キョウリュウウイルス,6/8,*,き[ヨうりユううい]るす,*
狂竜ウイルス研究所,1345,1345,,名詞,一般,*,*,*,*,狂竜ウイルス研究所,キョウリュウウイルスケンキュウショ,キョウリュウウイルスケンキュウショ,0/13,*,き[ヨうりユうういるすけんきユうしヨ,*
極限強化,1345,1345,,名詞,一般,*,*,*,*,極限強化,キョクゲンキョウカ,キョクゲンキョウカ,5/7,*,き[ヨくげんきヨ]うか,*
極限征伐戦,1345,1345,,名詞,一般,*,*,*,*,極限征伐戦,キョクゲンセイバツセン,キョクゲンセイバツセン,0/10,*,き[ヨくげんせいばつせん,*
斬り方補正,1345,1345,,名詞,一般,*,*,*,*,斬り方補正,キリカタホセイ,キリカタホセイ,5/7,*,き[りかたほ]せい,*
斬れ味,1345,1345,,名詞,一般,*,*,*,*,斬れ味,キレアジ,キレアジ,0/4,*,き[れあじ,*
グーク鍋,1345,1345,,名詞,一般,*,*,*,*,グーク鍋,グークナベ,グークナベ,3/5,*,ぐ[ーく]なべ,*
クラッチクロー,1345,1345,,名詞,一般,*,*,*,*,クラッチクロー,クラッチクロー,クラッチクロー,1/7,*,く[ら]っちく]ろー,*
激個体,1345,1345,,名詞,一般,*,*,*,*,激個体,ゲキコタイ,ゲキコタイ,3/5,*,げ[きこ]たい,*
原種,1345,1345,,名詞,一般,*,*,*,*,原種,ゲンシュ,ゲンシュ,0/3,*,げ[んしユ,*
攻撃力ブースト,1345,1345,,名詞,一般,*,*,*,*,攻撃力ブースト,コウゲキリョクブースト,コウゲキリョクブースト,8/10,*,こ[うげきりヨくぶー]すと,*
劫血やられ,1345,1345,,名詞,一般,*,*,*,*,劫血やられ,ゴウケツヤラレ,ゴウケツヤラレ,5/7,*,ご[うけつや]られ,*
剛種,1345,1345,,名詞,一般,*,*,*,*,剛種,ゴウシュ,ゴウシュ,0/3,*,ご[うしユ,*
剛・天,1345,1345,,名詞,一般,*,*,*,*,剛・天,ゴウ・テン,ゴウ・テン,1/5,*,ご]う・]て]ん,*
