アイアンハンマー,1345,1345,,名詞,一般,*,*,*,*,アイアンハンマー,アイアンハンマー,アイアンハンマー,6/8,*,あ[いあんはん]まー,*
アイシクルバッシュ,1345,1345,,名詞,一般,*,*,*,*,アイシクルバッシュ,アイシクルバッシュ,アイシクルバッシュ,5/8,*,あ[いしくるば]っしユ,*
アイスシェイカー,1345,1345,,名詞,一般,*,*,*,*,アイスシェイカー,アイスシェイカー,アイスシェイカー,0/7,*,あ[いすしエいかー,*
あかしまの神槌,1345,1345,,名詞,一般,*,*,*,*,あかしまの神槌,アカシマノシンツイ,アカシマノシンツイ,7/9,*,あ[かしまのしん]つい,*
あかしま,1345,1345,,名詞,一般,*,*,*,*,あかしま,アカシマ,アカシマ,2/4,*,あ[か]しま,*
神槌,1345,1345,,名詞,一般,*,*,*,*,神槌,シンツイ,シンツイ,2/4,*,し[ん]つい,*
アクエリアンボム,1345,1345,,名詞,一般,*,*,*,*,アクエリアンボム,アクエリアンボム,アクエリアンボム,7/8,*,あ[くえりあ[ん]ぼむ,*
アクセルハンマー,1345,1345,,名詞,一般,*,*,*,*,アクセルハンマー,アクセルハンマー,アクセルハンマー,6/8,*,あ[くせるはん]まー,*
アルマグローブ,1345,1345,,名詞,一般,*,*,*,*,アルマグローブ,アルマグローブ,アルマグローブ,5/7,*,あ[るまぐろ]ーぶ,*
イカリハンマー,1345,1345,,名詞,一般,*,*,*,*,イカリハンマー,イカリハンマー,イカリハンマー,5/7,*,い[かりはん]まー,*
ウィルガシェルプレス,1345,1345,,名詞,一般,*,*,*,*,ウィルガシェルプレス,ウィルガシェルプレス,ウィルガシェルプレス,6/8,*,う[イるがしエるぷ]れす,*
渦巻く骨の塊鎚,1345,1345,,名詞,一般,*,*,*,*,渦巻く骨の塊鎚,ウズマクホネノカイツイ,ウズマクホネノカイツイ,0/11,*,う[ずまくほねのかいつい,*
塊鎚,1345,1345,,名詞,一般,*,*,*,*,塊鎚,カイツイ,カイツイ,0/4,*,か[いつい,*
宇宙征服！スーパーエイト,1345,1345,,名詞,一般,*,*,*,*,宇宙征服！スーパーエイト,ウチュウセイフクスーパーエイト,ウチュウセイフクスーパーエイト,1/14,*,う[ち]ユうせいふくすーぱーえ]いと,*
エアシップハンマー,1345,1345,,名詞,一般,*,*,*,*,エアシップハンマー,エアシップハンマー,エアシップハンマー,0/9,*,え[あしっぷはんまー,*
永久氷塊,1345,1345,,名詞,一般,*,*,*,*,永久氷塊,エイキュウヒョウカイ,エイキュウヒョウカイ,5/8,*,え[いきユうひヨう]かい,*
エッグハンマー,1345,1345,,名詞,一般,*,*,*,*,エッグハンマー,エッグハンマー,エッグハンマー,1/7,*,え]っぐはん]まー,*
エムロードビート,1345,1345,,名詞,一般,*,*,*,*,エムロードビート,エムロードビート,エムロードビート,6/8,*,え[むろーどび]ーと,*
炎王鎚,1345,1345,,名詞,一般,*,*,*,*,炎王鎚,エンオウツイ,エンオウツイ,4/6,*,え[んおう]つい,*
炎王鎚【灼岩】,1345,1345,,名詞,一般,*,*,*,*,炎王鎚【灼岩】,エンオウツイ,エンオウツイ,0/6,*,え[んおう[つい,*
灼岩,1345,1345,,名詞,一般,*,*,*,*,灼岩,シャクガン,シャクガン,2/4,*,し[ヤく]がん,*
炎角鎚,1345,1345,,名詞,一般,*,*,*,*,炎角鎚,エンカクツイ,エンカクツイ,0/6,*,え[んかく[つい,*
炎角鎚【炎陽】,1345,1345,,名詞,一般,*,*,*,*,炎角鎚【炎陽】,エンカクツイ,エンカクツイ,0/6,*,え[んかく[つい,*
炎陽,1345,1345,,名詞,一般,*,*,*,*,炎陽,エンヨウ,エンヨウ,2/4,*,え[ん]よう,*
王牙鎚,1345,1345,,名詞,一般,*,*,*,*,王牙鎚,オウガツイ,オウガツイ,0/5,*,お[うがつい,*
王牙鎚【大雷】,1345,1345,,名詞,一般,*,*,*,*,王牙鎚【大雷】,オウガツイ,オウガツイ,0/5,*,お[うがつい,*
大雷,1345,1345,,名詞,一般,*,*,*,*,大雷,ダイライ,ダイライ,2/4,*,だ[い]らい,*
王国騎士大鎚パワー,1345,1345,,名詞,一般,*,*,*,*,王国騎士大鎚パワー,オウコクキシオオツチパワー,オウコクキシオオツチパワー,11/13,*,お[うこくきしおおつちぱ]わー,*
鬼ノ貌,1345,1345,,名詞,一般,*,*,*,*,鬼ノ貌,オニノカオ,オニノカオ,3/5,*,お[にの]かお,*
鬼鉄,1345,1345,,名詞,一般,*,*,*,*,鬼鉄,オニノクロガネ,オニノクロガネ,0/7,*,お[にのくろがね,*
おやすみベア,1345,1345,,名詞,一般,*,*,*,*,おやすみベア,オヤスミベア,オヤスミベア,4/6,*,お[やすみ]べあ,*
オルドマキナ,1345,1345,,名詞,一般,*,*,*,*,オルドマキナ,オルドマキナ,オルドマキナ,4/6,*,お[るどま]きな,*
オルドマキナ・H,1345,1345,,名詞,一般,*,*,*,*,オルドマキナ・H,オルドマキナ,オルドマキナ,0/6,*,お[るどまきな,*
ガイアスプ,1345,1345,,名詞,一般,*,*,*,*,ガイアスプ,ガイアスプ,ガイアスプ,3/5,*,が[いあ]すぷ,*
ガイラハンマー,1345,1345,,名詞,一般,*,*,*,*,ガイラハンマー,ガイラハンマー,ガイラハンマー,5/7,*,が[いらはん]まー,*
カオスラッシュ,1345,1345,,名詞,一般,*,*,*,*,カオスラッシュ,カオスラッシュ,カオスラッシュ,3/6,*,か[おすら]っしユ,*
角王鎚カオスオーダー,1345,1345,,名詞,一般,*,*,*,*,角王鎚カオスオーダー,カクオウツイカオスオーダー,カクオウツイカオスオーダー,11/13,*,か[くおうついかおすおー]だー,*
